2024-01-10 14:17:21.603|INFO |monitor-consumer|16832||c.a.d.c.l.LoggerFactory  |?   |using logger: com.alibaba.dubbo.common.logger.slf4j.Slf4jLoggerAdapter
2024-01-10 14:17:24.047|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|298 | [DUBBO] Subscribe: consumer://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=16832&side=consumer&timeout=10000&timestamp=1704867444039, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:17:24.059|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|387 | [DUBBO] Notify urls for subscribe url consumer://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=16832&side=consumer&timeout=10000&timestamp=1704867444039, urls: [dubbo://10.85.1.10:20882/com.zr.mailmonitor.service.MailService?anyhost=true&application=monitor-mailservice-provider&dubbo=2.6.2&generic=false&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=8788&side=provider&timestamp=1704867426959, empty://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=configurators&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=16832&side=consumer&timeout=10000&timestamp=1704867444039, empty://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=routers&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=16832&side=consumer&timeout=10000&timestamp=1704867444039], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:17:24.061|INFO |monitor-consumer|16832||c.a.d.r.t.AbstractClient |282 | [DUBBO] Successed connect to server /10.85.1.10:20882 from NettyClient 10.85.1.10 using dubbo version 2.6.2, channel is NettyChannel [channel=[id: 0x085b9f9c, /10.85.1.10:31836 => /10.85.1.10:20882]], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:17:24.061|INFO |monitor-consumer|16832||c.a.d.r.t.AbstractClient |91  | [DUBBO] Start NettyClient American-DESKTOP/10.85.1.10 connect to the server /10.85.1.10:20882, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:17:24.062|INFO |monitor-consumer|16832||c.a.d.c.AbstractConfig   |425 | [DUBBO] Refer dubbo service com.zr.mailmonitor.service.MailService from url zookeeper://127.0.0.1:2181/com.alibaba.dubbo.registry.RegistryService?anyhost=true&application=monitor-api-A&check=false&dubbo=2.6.2&generic=false&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=16832&register.ip=10.85.1.10&remote.timestamp=1704867426959&side=consumer&timeout=10000&timestamp=1704867444039, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:17:24.065|INFO |monitor-consumer|16832||c.a.d.c.s.b.f.a.ReferenceBeanBuilder|79  |<dubbo:reference object="com.alibaba.dubbo.common.bytecode.proxy1@613f48de" singleton="true" uniqueServiceName="com.zr.mailmonitor.service.MailService" interface="com.zr.mailmonitor.service.MailService" generic="false" timeout="10000" id="com.zr.mailmonitor.service.MailService" /> has been built.
2024-01-10 14:17:24.137|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|273 | [DUBBO] Register: consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=16832&side=consumer&timestamp=1704867444132, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:17:24.140|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|298 | [DUBBO] Subscribe: consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=16832&side=consumer&timestamp=1704867444132, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:17:24.151|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|387 | [DUBBO] Notify urls for subscribe url consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=16832&side=consumer&timestamp=1704867444132, urls: [dubbo://10.85.1.10:20883/com.zr.auth.service.AuthService?anyhost=true&application=monitor-authservice-provider&dubbo=2.6.2&generic=false&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=25020&side=provider&timestamp=1704867439772, empty://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=configurators&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=16832&side=consumer&timestamp=1704867444132, empty://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=routers&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=16832&side=consumer&timestamp=1704867444132], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:17:24.153|INFO |monitor-consumer|16832||c.a.d.r.t.AbstractClient |282 | [DUBBO] Successed connect to server /10.85.1.10:20883 from NettyClient 10.85.1.10 using dubbo version 2.6.2, channel is NettyChannel [channel=[id: 0x4fb42efa, /10.85.1.10:31841 => /10.85.1.10:20883]], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:17:24.153|INFO |monitor-consumer|16832||c.a.d.r.t.AbstractClient |91  | [DUBBO] Start NettyClient American-DESKTOP/10.85.1.10 connect to the server /10.85.1.10:20883, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:17:24.154|INFO |monitor-consumer|16832||c.a.d.c.AbstractConfig   |425 | [DUBBO] Refer dubbo service com.zr.auth.service.AuthService from url zookeeper://127.0.0.1:2181/com.alibaba.dubbo.registry.RegistryService?anyhost=true&application=monitor-api-A&check=false&dubbo=2.6.2&generic=false&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=16832&register.ip=10.85.1.10&remote.timestamp=1704867439772&side=consumer&timestamp=1704867444132, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:17:24.157|INFO |monitor-consumer|16832||c.a.d.c.s.b.f.a.ReferenceBeanBuilder|79  |<dubbo:reference object="com.alibaba.dubbo.common.bytecode.proxy2@2b370ca9" singleton="true" uniqueServiceName="com.zr.auth.service.AuthService" interface="com.zr.auth.service.AuthService" generic="false" id="com.zr.auth.service.AuthService" /> has been built.
2024-01-10 14:17:24.413|INFO |monitor-consumer|16832||o.s.s.w.DefaultSecurityFilterChain|43  |Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@16448827, org.springframework.security.web.context.SecurityContextPersistenceFilter@36def543, org.springframework.security.web.header.HeaderWriterFilter@1a507ea0, org.springframework.security.web.authentication.logout.LogoutFilter@5f63a6f2, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@58dd1d0c, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@66c88fce, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@2943e61c, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@29becf8b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7859fc7, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4349389d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6bab373c, org.springframework.security.web.session.SessionManagementFilter@22f756c5, org.springframework.security.web.access.ExceptionTranslationFilter@79c4454, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@fdeec12]
2024-01-10 14:17:24.634|INFO |monitor-consumer|16832||o.s.s.c.ThreadPoolTaskExecutor|171 |Initializing ExecutorService 'applicationTaskExecutor'
2024-01-10 14:17:24.866|INFO |monitor-consumer|16832||o.a.c.h.Http11NioProtocol|173 |Starting ProtocolHandler ["http-nio-9002"]
2024-01-10 14:17:24.867|INFO |monitor-consumer|16832||o.a.t.u.n.NioSelectorPool|173 |Using a shared selector for servlet write/read
2024-01-10 14:17:24.880|INFO |monitor-consumer|16832||o.s.b.w.e.t.TomcatWebServer|204 |Tomcat started on port(s): 9002 (http) with context path ''
2024-01-10 14:17:24.884|INFO |monitor-consumer|16832||c.z.m.MonitorsystemMainApplication|59  |Started MonitorsystemMainApplication in 3.634 seconds (JVM running for 10.312)
2024-01-10 14:19:28.933|INFO |monitor-consumer|16832||o.a.c.c.C.[.[.[/]        |173 |Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-01-10 14:19:28.935|INFO |monitor-consumer|16832||o.s.w.s.DispatcherServlet|524 |Initializing Servlet 'dispatcherServlet'
2024-01-10 14:19:28.952|INFO |monitor-consumer|16832||o.s.w.s.DispatcherServlet|546 |Completed initialization in 17 ms
2024-01-10 14:21:16.621|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|387 | [DUBBO] Notify urls for subscribe url consumer://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=16832&side=consumer&timeout=10000&timestamp=1704867444039, urls: [empty://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=providers&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=16832&side=consumer&timeout=10000&timestamp=1704867444039], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.623|INFO |monitor-consumer|16832||c.a.d.r.t.n.NettyChannel |138 | [DUBBO] Close netty channel [id: 0x085b9f9c, /10.85.1.10:31836 => /10.85.1.10:20882], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.625|INFO |monitor-consumer|16832||c.a.d.r.p.d.DubboProtocol|127 | [DUBBO] disconnected from /10.85.1.10:20882,url:dubbo://10.85.1.10:20882/com.zr.mailmonitor.service.MailService?anyhost=true&application=monitor-api-A&check=false&codec=dubbo&dubbo=2.6.2&generic=false&heartbeat=60000&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=16832&register.ip=10.85.1.10&remote.timestamp=1704867426959&side=consumer&timeout=10000&timestamp=1704867444039, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.646|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|387 | [DUBBO] Notify urls for subscribe url consumer://10.85.1.10/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=16832&side=consumer&timeout=5000&timestamp=1704867443597, urls: [empty://10.85.1.10/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=providers&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=16832&side=consumer&timeout=5000&timestamp=1704867443597], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.647|INFO |monitor-consumer|16832||c.a.d.r.t.n.NettyChannel |138 | [DUBBO] Close netty channel [id: 0x644c3590, /10.85.1.10:31829 => /10.85.1.10:20881], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.648|INFO |monitor-consumer|16832||c.a.d.r.p.d.DubboProtocol|127 | [DUBBO] disconnected from /10.85.1.10:20881,url:dubbo://10.85.1.10:20881/com.zr.monitor.service.MonitorService?anyhost=true&application=monitor-api-A&check=false&codec=dubbo&dubbo=2.6.2&generic=false&heartbeat=60000&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=16832&register.ip=10.85.1.10&remote.timestamp=1704867435856&side=consumer&timeout=5000&timestamp=1704867443597, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.692|INFO |monitor-consumer|16832||c.a.d.c.AbstractConfig   |81  | [DUBBO] Run shutdown hook now., dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.692|INFO |monitor-consumer|16832||c.a.d.r.s.AbstractRegistryFactory|64  | [DUBBO] Close all registries [zookeeper://127.0.0.1:2181/com.alibaba.dubbo.registry.RegistryService?application=monitor-api-A&dubbo=2.6.2&interface=com.alibaba.dubbo.registry.RegistryService&pid=16832&timestamp=1704867443625], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.693|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|451 | [DUBBO] Destroy registry:zookeeper://127.0.0.1:2181/com.alibaba.dubbo.registry.RegistryService?application=monitor-api-A&dubbo=2.6.2&interface=com.alibaba.dubbo.registry.RegistryService&pid=16832&timestamp=1704867443625, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.693|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|284 | [DUBBO] Unregister: consumer://10.85.1.10/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=16832&side=consumer&timeout=5000&timestamp=1704867443597, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.694|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|387 | [DUBBO] Notify urls for subscribe url consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=16832&side=consumer&timestamp=1704867444132, urls: [empty://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=providers&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=16832&side=consumer&timestamp=1704867444132], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.694|INFO |monitor-consumer|16832||o.s.s.c.ThreadPoolTaskExecutor|208 |Shutting down ExecutorService 'applicationTaskExecutor'
2024-01-10 14:21:16.695|INFO |monitor-consumer|16832||c.a.d.r.t.n.NettyChannel |138 | [DUBBO] Close netty channel [id: 0x4fb42efa, /10.85.1.10:31841 => /10.85.1.10:20883], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.696|INFO |monitor-consumer|16832||c.a.d.r.p.d.DubboProtocol|127 | [DUBBO] disconnected from /10.85.1.10:20883,url:dubbo://10.85.1.10:20883/com.zr.auth.service.AuthService?anyhost=true&application=monitor-api-A&check=false&codec=dubbo&dubbo=2.6.2&generic=false&heartbeat=60000&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=16832&register.ip=10.85.1.10&remote.timestamp=1704867439772&side=consumer&timestamp=1704867444132, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.699|INFO |monitor-consumer|16832||c.a.d.c.s.b.f.a.ReferenceAnnotationBeanPostProcessor|242 |<dubbo:reference object="com.alibaba.dubbo.common.bytecode.proxy1@613f48de" singleton="true" uniqueServiceName="com.zr.mailmonitor.service.MailService" interface="com.zr.mailmonitor.service.MailService" generic="false" timeout="10000" id="com.zr.mailmonitor.service.MailService" /> was destroying!
2024-01-10 14:21:16.700|INFO |monitor-consumer|16832||c.a.d.c.s.b.f.a.ReferenceAnnotationBeanPostProcessor|242 |<dubbo:reference object="com.alibaba.dubbo.common.bytecode.proxy2@2b370ca9" singleton="true" uniqueServiceName="com.zr.auth.service.AuthService" interface="com.zr.auth.service.AuthService" generic="false" id="com.zr.auth.service.AuthService" /> was destroying!
2024-01-10 14:21:16.700|INFO |monitor-consumer|16832||c.a.d.c.s.b.f.a.ReferenceAnnotationBeanPostProcessor|242 |<dubbo:reference object="com.alibaba.dubbo.common.bytecode.proxy0@6ab6ec33" singleton="true" uniqueServiceName="com.zr.monitor.service.MonitorService" interface="com.zr.monitor.service.MonitorService" generic="false" timeout="5000" id="com.zr.monitor.service.MonitorService" /> was destroying!
2024-01-10 14:21:16.701|INFO |monitor-consumer|16832||c.a.d.c.s.b.f.a.ReferenceAnnotationBeanPostProcessor|251 |class com.alibaba.dubbo.config.spring.beans.factory.annotation.ReferenceAnnotationBeanPostProcessor was destroying!
2024-01-10 14:21:16.715|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|460 | [DUBBO] Destroy unregister url consumer://10.85.1.10/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=16832&side=consumer&timeout=5000&timestamp=1704867443597, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.715|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|284 | [DUBBO] Unregister: consumer://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=16832&side=consumer&timeout=10000&timestamp=1704867444039, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.717|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|460 | [DUBBO] Destroy unregister url consumer://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=16832&side=consumer&timeout=10000&timestamp=1704867444039, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.717|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|284 | [DUBBO] Unregister: consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=16832&side=consumer&timestamp=1704867444132, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.722|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|460 | [DUBBO] Destroy unregister url consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=16832&side=consumer&timestamp=1704867444132, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.722|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|317 | [DUBBO] Unsubscribe: consumer://10.85.1.10/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=16832&side=consumer&timeout=5000&timestamp=1704867443597, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.723|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|476 | [DUBBO] Destroy unsubscribe url consumer://10.85.1.10/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=16832&side=consumer&timeout=5000&timestamp=1704867443597, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.723|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|317 | [DUBBO] Unsubscribe: consumer://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=16832&side=consumer&timeout=10000&timestamp=1704867444039, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.723|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|476 | [DUBBO] Destroy unsubscribe url consumer://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=16832&side=consumer&timeout=10000&timestamp=1704867444039, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.723|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|317 | [DUBBO] Unsubscribe: consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=16832&side=consumer&timestamp=1704867444132, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.724|INFO |monitor-consumer|16832||c.a.d.r.z.ZookeeperRegistry|476 | [DUBBO] Destroy unsubscribe url consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=16832&side=consumer&timestamp=1704867444132, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.725|INFO |monitor-consumer|16832||o.a.c.f.i.CuratorFrameworkImpl|821 |backgroundOperationsLoop exiting
2024-01-10 14:21:16.730|INFO |monitor-consumer|16832||o.a.z.ZooKeeper          |684 |Session: 0x1005b1755ff0005 closed
2024-01-10 14:21:16.730|INFO |monitor-consumer|16832||o.a.z.ClientCnxn         |519 |EventThread shut down for session: 0x1005b1755ff0005
2024-01-10 14:21:16.739|INFO |monitor-consumer|16832||c.a.d.r.p.d.DubboProtocol|438 | [DUBBO] Close dubbo connect: 10.85.1.10:0-->10.85.1.10:20881, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.739|INFO |monitor-consumer|16832||c.a.d.r.p.d.DubboProtocol|438 | [DUBBO] Close dubbo connect: 10.85.1.10:0-->10.85.1.10:20882, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.739|INFO |monitor-consumer|16832||c.a.d.r.p.d.DubboProtocol|438 | [DUBBO] Close dubbo connect: 10.85.1.10:0-->10.85.1.10:20883, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.739|INFO |monitor-consumer|16832||c.a.d.r.p.d.DubboProtocol|452 | [DUBBO] Close dubbo connect: 10.85.1.10:0-->10.85.1.10:20881, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.739|INFO |monitor-consumer|16832||c.a.d.r.p.d.DubboProtocol|452 | [DUBBO] Close dubbo connect: 10.85.1.10:0-->10.85.1.10:20882, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 14:21:16.740|INFO |monitor-consumer|16832||c.a.d.r.p.d.DubboProtocol|452 | [DUBBO] Close dubbo connect: 10.85.1.10:0-->10.85.1.10:20883, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:48:38.315|INFO |monitor-consumer|19988||c.a.d.c.l.LoggerFactory  |?   |using logger: com.alibaba.dubbo.common.logger.slf4j.Slf4jLoggerAdapter
2024-01-10 16:48:38.342|INFO |monitor-consumer|19988||c.a.b.d.c.e.WelcomeLogoApplicationListener|53  |

 :: Dubbo Spring Boot (v0.2.0) : https://github.com/apache/incubator-dubbo-spring-boot-project
 :: Dubbo (v2.6.2) : https://github.com/apache/incubator-dubbo
 :: Google group : dev@dubbo.incubator.apache.org

2024-01-10 16:48:38.346|INFO |monitor-consumer|19988||c.a.b.d.c.e.OverrideDubboConfigApplicationListener|68  |Dubbo Config was overridden by externalized configuration {dubbo.application.name=monitor-api-A, dubbo.registry.address=zookeeper://127.0.0.1:2181, dubbo.registry.protocol=zookeeper, dubbo.scan.base-packages=com.zr.monitor.api}
2024-01-10 16:48:38.483|INFO |monitor-consumer|19988||c.z.m.MonitorsystemMainApplication|50  |Starting MonitorsystemMainApplication on American-DESKTOP with PID 19988 (started by Kane in C:\Users\Kane\Desktop\SWU\软件工程新技术\monitorsystem)
2024-01-10 16:48:38.484|INFO |monitor-consumer|19988||c.z.m.MonitorsystemMainApplication|675 |No active profile set, falling back to default profiles: default
2024-01-10 16:48:39.057|INFO |monitor-consumer|19988||c.a.d.c.s.c.a.DubboConfigBindingRegistrar|121 |The dubbo config bean definition [name : com.alibaba.dubbo.config.ApplicationConfig#0, class : com.alibaba.dubbo.config.ApplicationConfig] has been registered.
2024-01-10 16:48:39.060|INFO |monitor-consumer|19988||c.a.d.c.s.c.a.DubboConfigBindingRegistrar|145 |The BeanPostProcessor bean definition [com.alibaba.dubbo.config.spring.beans.factory.annotation.DubboConfigBindingBeanPostProcessor] for dubbo config bean [name : com.alibaba.dubbo.config.ApplicationConfig#0] has been registered.
2024-01-10 16:48:39.061|INFO |monitor-consumer|19988||c.a.d.c.s.c.a.DubboConfigBindingRegistrar|121 |The dubbo config bean definition [name : com.alibaba.dubbo.config.RegistryConfig#0, class : com.alibaba.dubbo.config.RegistryConfig] has been registered.
2024-01-10 16:48:39.061|INFO |monitor-consumer|19988||c.a.d.c.s.c.a.DubboConfigBindingRegistrar|145 |The BeanPostProcessor bean definition [com.alibaba.dubbo.config.spring.beans.factory.annotation.DubboConfigBindingBeanPostProcessor] for dubbo config bean [name : com.alibaba.dubbo.config.RegistryConfig#0] has been registered.
2024-01-10 16:48:39.509|INFO |monitor-consumer|19988||o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker|330 |Bean 'com.alibaba.boot.dubbo.autoconfigure.DubboAutoConfiguration' of type [com.alibaba.boot.dubbo.autoconfigure.DubboAutoConfiguration$$EnhancerBySpringCGLIB$$991a5ecd] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-01-10 16:48:39.581|INFO |monitor-consumer|19988||o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker|330 |Bean 'relaxedDubboConfigBinder' of type [com.alibaba.boot.dubbo.autoconfigure.RelaxedDubboConfigBinder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-01-10 16:48:39.583|INFO |monitor-consumer|19988||o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker|330 |Bean 'relaxedDubboConfigBinder' of type [com.alibaba.boot.dubbo.autoconfigure.RelaxedDubboConfigBinder] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-01-10 16:48:40.116|INFO |monitor-consumer|19988||o.s.b.w.e.t.TomcatWebServer|90  |Tomcat initialized with port(s): 9002 (http)
2024-01-10 16:48:40.137|INFO |monitor-consumer|19988||o.a.c.h.Http11NioProtocol|173 |Initializing ProtocolHandler ["http-nio-9002"]
2024-01-10 16:48:40.147|INFO |monitor-consumer|19988||o.a.c.c.StandardService  |173 |Starting service [Tomcat]
2024-01-10 16:48:40.147|INFO |monitor-consumer|19988||o.a.c.c.StandardEngine   |173 |Starting Servlet Engine: Apache Tomcat/9.0.13
2024-01-10 16:48:40.151|INFO |monitor-consumer|19988||o.a.c.c.AprLifecycleListener|173 |Loaded APR based Apache Tomcat Native library [1.2.33] using APR version [1.7.0].
2024-01-10 16:48:40.151|INFO |monitor-consumer|19988||o.a.c.c.AprLifecycleListener|173 |APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2024-01-10 16:48:40.151|INFO |monitor-consumer|19988||o.a.c.c.AprLifecycleListener|173 |APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2024-01-10 16:48:40.154|INFO |monitor-consumer|19988||o.a.c.c.AprLifecycleListener|173 |OpenSSL successfully initialized [OpenSSL 1.1.1o  3 May 2022]
